                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.36971,                0.40946,                0.86776,                0.93084,                0.83389,                0.91831,                0.78683,                 0.5123,                 0.3371,                0.76034,             0.00045005,             0.00045005,             0.00045005
                    155,                0.36696,                 0.4072,                0.86662,                0.92252,                0.84242,                0.92688,                0.79177,                0.50214,                0.33101,                0.75883,             0.00044705,             0.00044705,             0.00044705
                    156,                 0.3714,                0.39228,                0.86446,                0.93847,                0.82416,                0.92836,                0.79172,                0.49352,                0.32257,                0.74773,             0.00044405,             0.00044405,             0.00044405
                    157,                0.36239,                0.39093,                0.86633,                0.93662,                0.80929,                 0.9183,                0.78851,                0.48795,                 0.3119,                0.73824,             0.00044105,             0.00044105,             0.00044105
                    158,                0.35763,                0.38839,                 0.8661,                0.93816,                0.78808,                0.92312,                 0.7893,                0.50738,                0.33423,                0.74616,             0.00043805,             0.00043805,             0.00043805
                    159,                0.36583,                0.41247,                0.86715,                0.94247,                 0.8187,                0.92113,                0.79169,                0.50301,                0.33932,                0.75166,             0.00043505,             0.00043505,             0.00043505
                    160,                0.38471,                0.40836,                0.86753,                0.95916,                0.84747,                0.94179,                0.80188,                0.49171,                0.30179,                0.73861,             0.00043205,             0.00043205,             0.00043205
                    161,                0.34695,                0.38335,                0.86617,                0.92848,                0.82612,                0.93494,                0.79333,                0.48253,                 0.3074,                0.73765,             0.00042905,             0.00042905,             0.00042905
                    162,                0.36834,                0.39513,                0.86487,                0.91241,                0.83714,                 0.9289,                0.79757,                0.49551,                0.32445,                0.75034,             0.00042605,             0.00042605,             0.00042605
                    163,                 0.3428,                0.38627,                0.86606,                0.93942,                0.84327,                0.92385,                0.79151,                0.50645,                0.32196,                0.74614,             0.00042305,             0.00042305,             0.00042305
                    164,                0.37477,                0.40198,                0.86691,                0.93236,                0.85027,                0.94745,                0.80227,                0.51735,                0.33468,                 0.7528,             0.00042005,             0.00042005,             0.00042005
                    165,                0.37241,                0.39914,                0.87453,                 0.9246,                0.84349,                0.93968,                0.80152,                0.49703,                0.31468,                0.74024,             0.00041705,             0.00041705,             0.00041705
                    166,                0.34231,                0.37966,                0.86342,                0.92773,                 0.8321,                0.92482,                0.79779,                 0.4862,                0.30869,                0.74491,             0.00041405,             0.00041405,             0.00041405
                    167,                0.36358,                0.41043,                0.86814,                 0.9536,                0.81591,                0.90741,                0.78629,                0.48487,                 0.3201,                0.74224,             0.00041105,             0.00041105,             0.00041105
                    168,                 0.3509,                0.38004,                0.85926,                0.92509,                0.84194,                0.92095,                0.79991,                0.48172,                0.31778,                0.73471,             0.00040805,             0.00040805,             0.00040805
                    169,                 0.3748,                0.39911,                 0.8661,                0.94177,                0.83905,                0.92915,                0.79535,                0.48609,                0.31644,                0.73286,             0.00040505,             0.00040505,             0.00040505
                    170,                 0.3557,                0.38864,                0.87111,                0.92315,                0.83518,                0.93698,                0.80226,                0.49145,                0.32478,                0.74644,             0.00040205,             0.00040205,             0.00040205
                    171,                0.36643,                0.39454,                0.87013,                0.94213,                0.82857,                0.93383,                 0.8007,                0.49649,                0.31783,                 0.7443,             0.00039905,             0.00039905,             0.00039905
                    172,                 0.3395,                0.36824,                0.86532,                0.95075,                0.82929,                0.93157,                0.80301,                0.49431,                0.32776,                0.75205,             0.00039605,             0.00039605,             0.00039605
                    173,                0.34614,                0.37069,                0.87441,                0.94331,                0.83432,                0.92828,                0.79827,                0.50328,                0.32952,                0.75474,             0.00039305,             0.00039305,             0.00039305
                    174,                0.35852,                0.37405,                0.86262,                0.93264,                0.82949,                0.92518,                0.80365,                0.48114,                0.32452,                0.74699,             0.00039005,             0.00039005,             0.00039005
                    175,                0.36586,                0.38871,                0.86147,                0.94003,                0.81823,                0.91934,                0.79658,                0.48402,                0.31226,                0.74258,             0.00038705,             0.00038705,             0.00038705
                    176,                0.34693,                0.37698,                 0.8624,                0.95594,                0.81334,                0.94032,                0.80733,                0.48901,                0.32395,                0.74262,             0.00038405,             0.00038405,             0.00038405
                    177,                0.35499,                 0.3589,                0.86142,                0.94109,                0.84561,                 0.9392,                 0.8057,                0.48277,                0.31935,                0.74067,             0.00038105,             0.00038105,             0.00038105
                    178,                0.35119,                0.39006,                0.86681,                0.95844,                0.82665,                0.94131,                0.81055,                0.49485,                0.30774,                0.74664,             0.00037805,             0.00037805,             0.00037805
                    179,                0.36174,                0.36887,                0.86008,                0.95095,                0.82536,                0.94014,                0.80617,                0.48342,                0.31778,                0.73546,             0.00037505,             0.00037505,             0.00037505
                    180,                0.34759,                0.38535,                0.86153,                0.95319,                0.84361,                0.93451,                0.80671,                0.47808,                0.30752,                 0.7348,             0.00037205,             0.00037205,             0.00037205
                    181,                0.34452,                0.37463,                0.85622,                0.93963,                0.84957,                0.94153,                0.80232,                0.48981,                0.31437,                0.74008,             0.00036905,             0.00036905,             0.00036905
                    182,                0.33857,                0.37757,                0.85957,                 0.9605,                0.83513,                0.93046,                 0.7929,                0.49771,                0.32218,                0.74268,             0.00036605,             0.00036605,             0.00036605
                    183,                0.34345,                0.38002,                 0.8616,                0.94891,                0.82926,                 0.9196,                0.79494,                0.47414,                0.31744,                0.73608,             0.00036305,             0.00036305,             0.00036305
                    184,                 0.3544,                0.38438,                0.86795,                0.93957,                0.83654,                0.93703,                0.80968,                0.48508,                0.31025,                 0.7474,             0.00036005,             0.00036005,             0.00036005
                    185,                 0.3539,                0.38037,                0.86226,                0.94902,                0.82611,                0.92143,                0.80126,                0.48566,                0.31392,                0.74604,             0.00035706,             0.00035706,             0.00035706
                    186,                0.36131,                0.37729,                0.86305,                 0.9478,                 0.8584,                 0.9469,                0.81162,                0.47142,                0.31241,                0.73394,             0.00035406,             0.00035406,             0.00035406
                    187,                0.36565,                0.37193,                0.86062,                0.93728,                0.82815,                0.92773,                0.80683,                0.47137,                0.29777,                0.73005,             0.00035106,             0.00035106,             0.00035106
                    188,                 0.3517,                0.36442,                0.86078,                0.94805,                0.82768,                0.94259,                 0.8175,                0.46815,                0.28794,                0.73241,             0.00034806,             0.00034806,             0.00034806
                    189,                0.33166,                0.36874,                0.85864,                0.92592,                0.83696,                0.94225,                 0.8132,                0.47384,                0.31035,                0.73682,             0.00034506,             0.00034506,             0.00034506
                    190,                0.34462,                0.38476,                0.86267,                0.96072,                0.81822,                0.93535,                0.81095,                0.48513,                0.32842,                0.74016,             0.00034206,             0.00034206,             0.00034206
                    191,                0.32678,                0.34822,                0.85502,                0.94562,                0.83571,                0.94251,                0.81783,                0.47311,                0.29823,                0.74199,             0.00033906,             0.00033906,             0.00033906
                    192,                0.34315,                0.36139,                0.86224,                0.93965,                0.84405,                0.93161,                0.79647,                0.48159,                0.31224,                0.74625,             0.00033606,             0.00033606,             0.00033606
                    193,                0.34227,                0.38157,                0.86316,                0.95495,                0.83004,                0.92732,                0.80002,                 0.4814,                0.32343,                0.75325,             0.00033306,             0.00033306,             0.00033306
                    194,                0.33811,                0.36241,                0.85714,                0.93783,                0.83834,                0.93258,                0.79972,                0.47013,                0.30631,                0.73831,             0.00033006,             0.00033006,             0.00033006
                    195,                0.32722,                 0.3539,                0.86052,                0.97137,                0.81767,                0.93531,                0.80984,                0.47101,                0.30869,                0.73533,             0.00032706,             0.00032706,             0.00032706
                    196,                0.34855,                 0.3758,                0.86993,                0.95715,                0.82673,                0.93164,                 0.8058,                0.47101,                0.30864,                0.73729,             0.00032406,             0.00032406,             0.00032406
                    197,                0.35096,                0.35611,                0.85825,                0.95897,                0.82238,                 0.9297,                0.80683,                0.47604,                0.30598,                0.74047,             0.00032106,             0.00032106,             0.00032106
                    198,                0.33642,                 0.3532,                0.85808,                0.93267,                0.85245,                0.92971,                0.79747,                0.47819,                0.31055,                0.73584,             0.00031806,             0.00031806,             0.00031806
                    199,                0.32832,                0.36119,                0.85909,                0.94598,                 0.8451,                0.93319,                0.80906,                0.47098,                0.29711,                0.74304,             0.00031506,             0.00031506,             0.00031506
                    200,                0.33719,                0.33601,                0.85173,                0.95581,                0.83243,                0.92225,                0.79715,                0.46626,                0.30308,                 0.7344,             0.00031206,             0.00031206,             0.00031206
                    201,                0.33871,                 0.3548,                0.86034,                0.94242,                0.86233,                 0.9431,                0.81494,                0.47471,                0.30747,                0.73913,             0.00030906,             0.00030906,             0.00030906
                    202,                0.33184,                0.34802,                 0.8628,                0.93438,                0.83764,                0.93604,                0.80691,                0.47339,                0.30132,                0.73724,             0.00030606,             0.00030606,             0.00030606
                    203,                0.33329,                0.34588,                0.85989,                0.94452,                 0.8356,                0.93224,                0.80756,                0.47669,                0.30065,                0.73625,             0.00030306,             0.00030306,             0.00030306
                    204,                0.32407,                0.33949,                0.85899,                0.95785,                0.84232,                0.94264,                0.81581,                0.46937,                0.29846,                0.73347,             0.00030006,             0.00030006,             0.00030006
                    205,                0.32063,                0.34743,                0.85943,                0.94349,                0.83793,                0.92792,                0.80595,                0.47205,                 0.3053,                0.73724,             0.00029706,             0.00029706,             0.00029706
                    206,                0.34114,                 0.3454,                0.86499,                0.95763,                0.83118,                0.92788,                0.80678,                0.46951,                0.29669,                0.73556,             0.00029406,             0.00029406,             0.00029406
                    207,                 0.3185,                0.32694,                0.85791,                0.95975,                0.82913,                0.93179,                0.80655,                0.47178,                0.30847,                0.73587,             0.00029106,             0.00029106,             0.00029106
                    208,                0.32184,                0.34794,                  0.857,                0.96652,                0.81958,                0.93577,                0.80574,                0.47255,                0.30772,                0.74292,             0.00028806,             0.00028806,             0.00028806
                    209,                0.32283,                0.34064,                0.86012,                0.94594,                0.83426,                0.92348,                0.81027,                0.47135,                0.30809,                0.74927,             0.00028506,             0.00028506,             0.00028506
                    210,                0.32868,                0.33605,                0.85727,                0.97547,                 0.8177,                0.92897,                0.80834,                0.46976,                0.29527,                0.73739,             0.00028206,             0.00028206,             0.00028206
                    211,                0.32926,                0.33699,                0.85892,                0.94237,                0.83575,                0.92658,                0.79964,                0.46955,                0.30081,                0.73805,             0.00027906,             0.00027906,             0.00027906
                    212,                0.33853,                0.36238,                0.85414,                0.95021,                 0.8304,                0.93309,                0.80403,                0.47984,                0.31256,                0.74247,             0.00027606,             0.00027606,             0.00027606
                    213,                0.34745,                0.35661,                0.84963,                0.96681,                0.80897,                0.92689,                0.80274,                0.48109,                0.30917,                0.74854,             0.00027306,             0.00027306,             0.00027306
                    214,                0.31465,                 0.3462,                0.85632,                0.95366,                0.82725,                0.92796,                0.81038,                0.48332,                0.31299,                0.73854,             0.00027006,             0.00027006,             0.00027006
                    215,                0.32577,                0.34367,                0.85816,                0.94936,                0.84298,                0.93533,                0.81289,                0.47674,                0.30298,                0.73963,             0.00026706,             0.00026706,             0.00026706
                    216,                0.33089,                0.33988,                0.85527,                0.96189,                0.82381,                0.93997,                0.81541,                0.47731,                0.30423,                 0.7422,             0.00026406,             0.00026406,             0.00026406
                    217,                0.31661,                0.34657,                0.85461,                0.97264,                0.82257,                0.93754,                0.81447,                 0.4762,                0.29903,                0.74226,             0.00026106,             0.00026106,             0.00026106
                    218,                0.32333,                0.34227,                0.85676,                0.95623,                 0.8345,                0.93097,                0.81315,                0.47214,                0.30404,                0.73972,             0.00025807,             0.00025807,             0.00025807
                    219,                0.31411,                0.32418,                0.85395,                0.96697,                0.82804,                0.93118,                0.80979,                0.46648,                 0.3034,                0.74055,             0.00025507,             0.00025507,             0.00025507
                    220,                0.32525,                0.34534,                0.86039,                0.93696,                 0.8403,                0.93098,                0.81011,                0.47153,                0.29827,                0.73351,             0.00025207,             0.00025207,             0.00025207
                    221,                0.32829,                0.34702,                0.85399,                0.94528,                0.84545,                0.93717,                0.81294,                0.46217,                0.29468,                0.73235,             0.00024907,             0.00024907,             0.00024907
                    222,                0.30923,                0.33491,                0.85574,                0.95597,                0.82578,                0.93222,                 0.8064,                0.46419,                0.28927,                0.73181,             0.00024607,             0.00024607,             0.00024607
                    223,                0.32812,                0.34415,                0.85159,                0.94324,                0.84326,                0.93424,                 0.8106,                0.46669,                0.30111,                0.73262,             0.00024307,             0.00024307,             0.00024307
                    224,                0.31545,                0.32145,                0.85272,                0.94926,                0.82961,                0.92778,                 0.8055,                 0.4676,                0.30657,                 0.7325,             0.00024007,             0.00024007,             0.00024007
                    225,                0.32499,                0.32919,                0.85469,                0.95828,                0.82805,                0.93402,                0.81186,                0.46809,                0.30047,                0.73605,             0.00023707,             0.00023707,             0.00023707
                    226,                0.32054,                0.34115,                0.85847,                0.94762,                0.83658,                 0.9319,                0.80786,                0.46453,                0.28571,                0.73425,             0.00023407,             0.00023407,             0.00023407
                    227,                0.31507,                0.34586,                0.85562,                0.97306,                0.82082,                 0.9359,                0.81222,                0.46318,                0.28883,                0.73033,             0.00023107,             0.00023107,             0.00023107
                    228,                0.31036,                0.32909,                0.85306,                0.96484,                0.85156,                0.94254,                0.81667,                 0.4658,                0.29298,                0.73163,             0.00022807,             0.00022807,             0.00022807
                    229,                0.31264,                0.31454,                0.86186,                0.96925,                0.82259,                0.93836,                0.81811,                0.46703,                0.29877,                0.73346,             0.00022507,             0.00022507,             0.00022507
                    230,                0.31936,                0.32355,                0.85529,                0.93481,                   0.85,                0.94058,                0.81107,                0.47394,                0.29883,                0.73887,             0.00022207,             0.00022207,             0.00022207
                    231,                0.31578,                0.32253,                0.85408,                0.97368,                0.82138,                0.93744,                0.82103,                  0.466,                0.29383,                0.73945,             0.00021907,             0.00021907,             0.00021907
                    232,                0.33284,                0.33284,                0.85417,                0.95062,                0.83745,                0.94815,                0.82654,                0.45471,                0.28993,                 0.7344,             0.00021607,             0.00021607,             0.00021607
                    233,                0.30883,                0.32522,                0.85615,                0.93286,                0.84401,                0.93954,                0.82367,                0.45484,                0.29781,                0.73334,             0.00021307,             0.00021307,             0.00021307
                    234,                0.31338,                0.32539,                0.86132,                0.93677,                0.85524,                 0.9462,                0.82128,                0.46327,                0.30319,                0.73372,             0.00021007,             0.00021007,             0.00021007
                    235,                0.31416,                 0.3495,                0.85504,                0.95624,                0.83485,                0.94327,                0.82128,                0.46047,                0.29779,                0.73075,             0.00020707,             0.00020707,             0.00020707
                    236,                0.31238,                0.33278,                0.85792,                0.95457,                0.82733,                  0.943,                0.82374,                  0.462,                0.29531,                0.73937,             0.00020407,             0.00020407,             0.00020407
                    237,                0.31474,                0.32888,                0.85273,                0.96151,                0.84393,                0.94465,                0.82207,                0.46403,                0.29855,                0.73983,             0.00020107,             0.00020107,             0.00020107
                    238,                0.30212,                0.30847,                0.85031,                0.94897,                0.84691,                0.94352,                0.82139,                0.46934,                0.29613,                0.73984,             0.00019807,             0.00019807,             0.00019807
                    239,                0.30398,                 0.3113,                 0.8488,                0.96763,                0.82427,                0.93651,                0.81574,                0.46172,                0.29335,                0.73635,             0.00019507,             0.00019507,             0.00019507
                    240,                0.30957,                0.32015,                0.84709,                 0.9323,                0.85631,                0.93894,                0.81769,                0.46344,                 0.2981,                0.73568,             0.00019207,             0.00019207,             0.00019207
                    241,                 0.3081,                0.33824,                0.84954,                0.95482,                0.84522,                 0.9403,                0.82002,                0.46199,                0.30423,                 0.7345,             0.00018907,             0.00018907,             0.00018907
                    242,                0.32147,                0.31962,                0.84904,                0.92511,                0.84583,                 0.9384,                0.82226,                0.45979,                0.29676,                 0.7315,             0.00018607,             0.00018607,             0.00018607
                    243,                0.31604,                0.32139,                0.84984,                0.96252,                0.82499,                0.93512,                0.81447,                0.46537,                0.29625,                0.73545,             0.00018307,             0.00018307,             0.00018307
                    244,                0.31199,                0.32172,                0.85607,                0.95385,                0.82923,                0.93117,                0.81871,                0.46101,                0.30254,                0.73878,             0.00018007,             0.00018007,             0.00018007
                    245,                0.31514,                0.31597,                0.85532,                0.95774,                0.82743,                0.93167,                0.81925,                0.46072,                0.29635,                0.73692,             0.00017707,             0.00017707,             0.00017707
                    246,                0.30723,                0.30523,                0.85521,                0.95834,                0.83168,                0.93707,                0.81996,                0.46905,                  0.291,                0.73999,             0.00017407,             0.00017407,             0.00017407
                    247,                0.31037,                0.30792,                 0.8509,                0.96018,                0.83631,                0.94046,                0.82101,                0.46317,                0.29148,                0.73706,             0.00017107,             0.00017107,             0.00017107
                    248,                0.29657,                0.31553,                0.84745,                0.96156,                 0.8255,                0.93948,                0.81874,                0.46489,                 0.2945,                0.73642,             0.00016807,             0.00016807,             0.00016807
                    249,                0.29656,                0.30912,                0.85699,                0.92083,                 0.8674,                0.94503,                0.82587,                0.46146,                0.29702,                0.73765,             0.00016507,             0.00016507,             0.00016507
                    250,                  0.288,                0.31811,                0.85451,                0.94131,                0.85043,                0.94304,                0.82096,                0.46515,                0.29619,                0.73932,             0.00016207,             0.00016207,             0.00016207
                    251,                0.31876,                0.31234,                0.85101,                0.94857,                0.85496,                0.93917,                0.81851,                 0.4671,                0.29362,                0.73809,             0.00015907,             0.00015907,             0.00015907
                    252,                0.29984,                0.31633,                0.85127,                 0.9532,                0.82858,                0.93348,                0.81669,                0.47109,                 0.2943,                0.74006,             0.00015608,             0.00015608,             0.00015608
                    253,                0.30535,                0.31548,                0.84965,                 0.9663,                0.83097,                0.93928,                0.82021,                0.46506,                0.28747,                0.73659,             0.00015308,             0.00015308,             0.00015308
                    254,                0.28051,                0.30334,                0.85516,                0.93112,                0.85492,                0.94115,                0.82324,                0.46514,                0.29213,                 0.7366,             0.00015008,             0.00015008,             0.00015008
                    255,                0.31664,                0.32732,                0.85182,                0.97371,                0.81849,                0.93794,                0.81803,                 0.4657,                0.29446,                0.73844,             0.00014708,             0.00014708,             0.00014708
                    256,                0.29716,                0.29905,                0.85671,                  0.967,                0.82138,                0.93327,                0.81274,                0.46708,                0.29728,                0.73841,             0.00014408,             0.00014408,             0.00014408
                    257,                0.29314,                0.31396,                0.84754,                0.97485,                0.81832,                0.93313,                0.80984,                0.46552,                0.29325,                0.73701,             0.00014108,             0.00014108,             0.00014108
                    258,                0.30468,                 0.3089,                0.85148,                0.96971,                0.82607,                0.93969,                0.81499,                0.46408,                0.29556,                0.73988,             0.00013808,             0.00013808,             0.00013808
                    259,                0.30761,                0.30759,                0.84645,                0.94946,                 0.8403,                 0.9435,                0.81962,                0.46809,                0.29557,                0.74294,             0.00013508,             0.00013508,             0.00013508
                    260,                0.30819,                0.31313,                0.85165,                0.96279,                0.83195,                 0.9414,                0.82294,                 0.4602,                0.29469,                0.74222,             0.00013208,             0.00013208,             0.00013208
                    261,                0.30108,                 0.3067,                0.85123,                0.96198,                0.82776,                0.94114,                0.81706,                0.46054,                0.29112,                0.73618,             0.00012908,             0.00012908,             0.00012908
                    262,                0.30083,                0.29577,                0.85627,                0.93621,                0.86093,                0.94515,                0.82704,                0.45831,                0.29086,                 0.7355,             0.00012608,             0.00012608,             0.00012608
                    263,                 0.2983,                0.30751,                0.85192,                0.93842,                0.86241,                0.94549,                0.82537,                0.45869,                0.28829,                  0.735,             0.00012308,             0.00012308,             0.00012308
                    264,                0.30156,                0.30918,                 0.8514,                0.96794,                0.82567,                0.94227,                0.82205,                0.45837,                0.28228,                0.73388,             0.00012008,             0.00012008,             0.00012008
                    265,                 0.3056,                0.29932,                0.85552,                0.95057,                0.82663,                0.94195,                0.82477,                0.45782,                0.28646,                0.73454,             0.00011708,             0.00011708,             0.00011708
                    266,                0.29601,                0.29508,                0.85084,                0.95586,                0.82674,                0.94019,                0.82113,                0.45867,                0.28811,                0.73728,             0.00011408,             0.00011408,             0.00011408
                    267,                0.30636,                0.30091,                0.85095,                0.96113,                0.82991,                0.93993,                0.82065,                0.45708,                  0.288,                0.73595,             0.00011108,             0.00011108,             0.00011108
                    268,                0.29485,                0.29893,                0.85341,                 0.9614,                0.83514,                0.94314,                0.82028,                0.45751,                0.28818,                0.73531,             0.00010808,             0.00010808,             0.00010808
                    269,                0.30193,                0.30665,                0.85051,                0.95774,                 0.8367,                0.94321,                 0.8243,                0.45445,                 0.2872,                 0.7325,             0.00010508,             0.00010508,             0.00010508
                    270,                0.30097,                0.30202,                0.84986,                0.96692,                0.83279,                0.94078,                0.82709,                0.45177,                0.29269,                0.73496,             0.00010208,             0.00010208,             0.00010208
                    271,                0.30646,                 0.3087,                 0.8461,                0.96491,                0.83262,                0.93754,                0.82287,                0.46029,                0.29814,                0.74061,             9.9081e-05,             9.9081e-05,             9.9081e-05
                    272,                0.28871,                 0.2883,                0.85941,                0.96116,                0.82914,                0.94091,                 0.8206,                0.46323,                0.29379,                0.73878,             9.6081e-05,             9.6081e-05,             9.6081e-05
                    273,                0.30552,                0.30232,                0.85474,                0.96108,                0.83197,                0.93702,                0.81572,                0.45946,                0.29213,                0.73631,             9.3082e-05,             9.3082e-05,             9.3082e-05
                    274,                 0.2827,                0.29616,                0.84927,                0.93536,                 0.8393,                 0.9365,                0.81618,                 0.4588,                0.28921,                0.73873,             9.0082e-05,             9.0082e-05,             9.0082e-05
                    275,                 0.3001,                 0.2995,                0.84773,                0.92814,                 0.8471,                0.93186,                0.81522,                0.45789,                0.28978,                0.73964,             8.7082e-05,             8.7082e-05,             8.7082e-05
                    276,                0.29903,                0.29672,                0.84535,                0.92572,                0.84251,                0.93144,                0.81425,                0.45554,                0.28765,                0.73748,             8.4083e-05,             8.4083e-05,             8.4083e-05
                    277,                0.28152,                0.29717,                0.85225,                0.96609,                0.83283,                0.93926,                0.81974,                0.45631,                0.29175,                0.73416,             8.1083e-05,             8.1083e-05,             8.1083e-05
                    278,                0.27877,                0.29043,                0.85225,                0.96072,                0.82989,                0.93697,                 0.8195,                0.45472,                0.28929,                0.73365,             7.8083e-05,             7.8083e-05,             7.8083e-05
                    279,                0.29756,                0.29616,                0.84968,                0.93236,                0.83578,                0.92826,                0.81551,                0.45509,                0.28934,                0.73451,             7.5083e-05,             7.5083e-05,             7.5083e-05
